,Log,Conta,Data,Pag.,Link,ID,Tipo,Nome,Registro,Município,Distância,DAEE Nº,Data_Protocolo,Finalidade,Tipo_serviço,Local,Latitude,Longitude,Volume,[Volume],Vazão,[Vazão]¹,[Vazão]²,Prazo,[Prazo],Nº_Requerimento,Diretoria,Nº_Extrato,Status,Data de abertura,Nome empresarial,Título do estabelecimento,Porte,Código 1,Código 2,Código 3,Logradouro,Número,CEP,Bairro/Distrito,Município.1,UF,E-mail,Telefone,Ente,Situação cadastral,Data situação,Motivo situação,Situação especial,Data situação especial,Índice do Cliente com este CNPJ,vendedor:CNPJ,Índice do Cliente com este Nome,vendedor:RS,Disparo,Status.1,Contagem,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77
91,2019-11-07 18:21:19,0,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_43,OUT,SABESP  COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO,43.776.517/0460-90,JALES,500.0,DAEE 9204614,-,urbano,Captação Subterrânea,Aquífero Bauru,"20°16'35.900""","50°33'21.750""",360,m³,-,-,-,120,meses,20190005193-FGG,-,4013/19,Processado!,1978-04-25 00:00:00,CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,********,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",Não informada ,203-8 - Sociedade de Economia Mista,AV FRANCISCO JALES,3109,15.700-002,CENTRO,JALES,SP, ,,SP,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
92,2019-11-07 18:21:19,0,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_43,OUT,SABESP  COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO,43.776.517/0460-90,JALES,500.0,DAEE 9204614,-,urbano,Captação Subterrânea,Aquífero Bauru,"20°16'31.380""","50°33'8.770""",300,m³,-,-,-,120,meses,20190005198-683,-,4013/19,Processado!,1978-04-25 00:00:00,CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,********,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",Não informada ,203-8 - Sociedade de Economia Mista,AV FRANCISCO JALES,3109,15.700-002,CENTRO,JALES,SP, ,,SP,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
93,2019-11-07 18:21:19,0,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_43,OUT,SABESP  COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO,43.776.517/0460-90,JALES,500.0,DAEE 9204614,-,urbano,Captação Subterrânea,Aquífero Bauru,"20°17'19.770""","50°33'27.320""",520,m³,-,-,-,120,meses,20190005200-TF1,-,4013/19,Processado!,1978-04-25 00:00:00,CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,********,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",Não informada ,203-8 - Sociedade de Economia Mista,AV FRANCISCO JALES,3109,15.700-002,CENTRO,JALES,SP, ,,SP,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
94,2019-11-07 18:21:19,0,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_43,OUT,SABESP  COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO,43.776.517/0460-90,JALES,500.0,DAEE 9204614,-,urbano,Captação Subterrânea,Aquífero Bauru,"20°17'9.850""","50°33'30.240""",300,m³,-,-,-,120,meses,20190005202-VQR,-,4013/19,Processado!,1978-04-25 00:00:00,CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,********,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",Não informada ,203-8 - Sociedade de Economia Mista,AV FRANCISCO JALES,3109,15.700-002,CENTRO,JALES,SP, ,,SP,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
95,2019-11-07 18:21:19,0,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_43,OUT,SABESP  COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO,43.776.517/0460-90,JALES,500.0,DAEE 9204614,-,urbano,Captação Subterrânea,Aquífero Bauru,"20°15'56.750""","50°32'38.150""",700,m³,-,-,-,120,meses,20190005203-C4V,-,4013/19,Processado!,1978-04-25 00:00:00,CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,********,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",Não informada ,203-8 - Sociedade de Economia Mista,AV FRANCISCO JALES,3109,15.700-002,CENTRO,JALES,SP, ,,SP,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
96,2019-11-07 18:21:19,1,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_44,OUT,PAULO SERGIO MENEZES GARCIA,658.984.198-53,BAURU,316.0,DAEE 9709741,-,irrigação,Captação Subterrânea,Aquífero Bauru,"22°10'48.710""","49°12'25.410""",480,m³,-,-,-,60,meses,20180003954-ASE,-,4039/19,CPF,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
97,2019-11-07 18:21:19,1,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_45,OUT,SABESP  COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO,43.776.517/0253-36,POPULINA,530.0,DAEE 9205559,-,urbano,Captação Subterrânea,Aquífero Serra Geral,"19°56'36.530""","50°32'24.790""",130,m³,-,-,-,120,meses,20190003683-93B,-,4014/19,Processado!,1976-11-10 00:00:00,CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,********,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",Não informada ,203-8 - Sociedade de Economia Mista,R BRASIL,1594,15.670-000,CENTRO,POPULINA,SP, ,,SP,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
98,2019-11-07 18:21:19,0,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_45,OUT,SABESP  COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO,43.776.517/0253-36,POPULINA,530.0,DAEE 9205559,-,urbano,Captação Subterrânea,Aquífero Serra Geral,"19°56'47.040""","50°32'0.640""",322,m³,-,-,-,120,meses,20190003685-V7G,-,4014/19,Processado!,1976-11-10 00:00:00,CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,********,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",Não informada ,203-8 - Sociedade de Economia Mista,R BRASIL,1594,15.670-000,CENTRO,POPULINA,SP, ,,SP,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
99,2019-11-07 18:21:19,0,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_45,OUT,SABESP  COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO,43.776.517/0253-36,POPULINA,530.0,DAEE 9205559,-,urbano,Captação Subterrânea,Aquífero Serra Geral,"19°57'13.970""","50°32'35.620""",535.2,m³,-,-,-,120,meses,20190003686-OMP,-,4014/19,Processado!,1976-11-10 00:00:00,CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,********,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",Não informada ,203-8 - Sociedade de Economia Mista,R BRASIL,1594,15.670-000,CENTRO,POPULINA,SP, ,,SP,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
100,2019-11-07 18:21:19,0,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_45,OUT,SABESP  COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO,43.776.517/0253-36,POPULINA,530.0,DAEE 9205559,-,urbano,Captação Subterrânea,Aquífero Bauru,"19°59'24.380""","50°27'43.220""",30,m³,-,-,-,120,meses,20190003691-JKR,-,4014/19,Processado!,1976-11-10 00:00:00,CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,********,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",Não informada ,203-8 - Sociedade de Economia Mista,R BRASIL,1594,15.670-000,CENTRO,POPULINA,SP, ,,SP,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
101,2019-11-07 18:21:20,1,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_46,OUT,CAETANO VENTURINI,155.839.458-34,ITÁPOLIS,270.0,DAEE 9710685,-,irrigação,Captação Subterrânea,Aquífero Guarani,"21°32'46.360""","48°46'46.470""",800,m³,-,-,-,60,meses,20190006452-QGU,-,4041/19,CPF,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
102,2019-11-07 18:21:20,1,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_47,OUT,SABESP  COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO,43.776.517/0297-57,URÂNIA,505.0,DAEE 9205567,-,urbano,Captação Subterrânea,Aquífero Bauru,"20°14'28.850""","50°38'43.520""",230,m³,-,-,-,120,meses,20190005069-35V,-,4015/19,Processado!,1977-06-28 00:00:00,CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,********,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",Não informada ,203-8 - Sociedade de Economia Mista,R GOIAS,8,15.760-000,CENTRO,URANIA,SP, ,,SP,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
103,2019-11-07 18:21:20,0,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_47,OUT,SABESP  COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO,43.776.517/0297-57,URÂNIA,505.0,DAEE 9205567,-,urbano,Captação Subterrânea,Aquífero Bauru,"20°14'25.500""","50°38'41.520""",100.2,m³,-,-,-,120,meses,20190005070-PQH,-,4015/19,Processado!,1977-06-28 00:00:00,CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,********,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",Não informada ,203-8 - Sociedade de Economia Mista,R GOIAS,8,15.760-000,CENTRO,URANIA,SP, ,,SP,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
104,2019-11-07 18:21:20,0,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_47,OUT,SABESP  COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO,43.776.517/0297-57,URÂNIA,505.0,DAEE 9205567,-,urbano,Captação Subterrânea,Aquífero Bauru,"20°14'44.870""","50°38'33.170""",320,m³,-,-,-,120,meses,20190005071-5K9,-,4015/19,Processado!,1977-06-28 00:00:00,CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,********,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",Não informada ,203-8 - Sociedade de Economia Mista,R GOIAS,8,15.760-000,CENTRO,URANIA,SP, ,,SP,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
105,2019-11-07 18:21:20,1,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_48,OUT,SUZANO PAPEL E CELULOSE S.A,16.404.287/0079-15,ITAPETININGA,160.0,DAEE 9407565,-,irrigação,Captação Superficial,Córrego do Veado,"23°34'19.019""","48°15'39.398""",75,m³,-,-,-,60,meses,20190011057-VW3,-,4040/19,Processado!,2004-07-26 00:00:00,SUZANO S.A.,SUZANO PAPEL E CELULOSE,DEMAIS,02.10-1-01 - Cultivo de eucalipto ,Não informada ,204-6 - Sociedade Anônima Aberta,EST VIC.MAESTRO BENEDITO POMPEU DE JESUS,"KM11,5",18.207-780,CAMPO LARGO,ITAPETININGA,SP,REGULARIDADES@SUZANO.COM.BR,(11) 3636-5176,*****,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
106,2019-11-07 18:21:20,1,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_49,OUT,M. CASSAB COMÉRCIO E INDÚTRIA LTDA,49.698.723/0025-72,RIFAINA,375.0,DAEE 9311488,-,industrial,Captação Subterrânea,Aquífero Guarani,"20°5'15.270""","47°26'3.510""",240,m³,-,-,-,48,meses,20190002720-FL4,-,4050/19,Processado!,2010-08-30 00:00:00,M CASSAB COMERCIO E INDUSTRIA LTDA,MCASSAB RIFAINA,DEMAIS,"10.20-1-02 - Fabricação de conservas de peixes, crustáceos e moluscos ","46.17-6-00 - Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo ",206-2 - Sociedade Empresária Limitada,R JOAO BATISTA DOS SANTOS,2000,14.490-000,CENTRO,RIFAINA,SP,paulo.nascimento@mcassab.com.br,(11) 2162-7826,*****,ATIVA,2010-08-30 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
107,2019-11-07 18:21:20,0,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_49,OUT,M. CASSAB COMÉRCIO E INDÚTRIA LTDA,49.698.723/0025-72,RIFAINA,375.0,DAEE 9311488,-,industrial,Captação Subterrânea,Aquífero Guarani,"20°5'17.730""","47°26'6.110""",120,m³,-,-,-,48,meses,20190002720-4VO,-,4050/19,Processado!,2010-08-30 00:00:00,M CASSAB COMERCIO E INDUSTRIA LTDA,MCASSAB RIFAINA,DEMAIS,"10.20-1-02 - Fabricação de conservas de peixes, crustáceos e moluscos ","46.17-6-00 - Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo ",206-2 - Sociedade Empresária Limitada,R JOAO BATISTA DOS SANTOS,2000,14.490-000,CENTRO,RIFAINA,SP,paulo.nascimento@mcassab.com.br,(11) 2162-7826,*****,ATIVA,2010-08-30 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
108,2019-11-07 18:21:19,1,2019-08-01 00:00:00,50,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0050.pdf,20190801_OUT_5,OUT,PREFEITURA MUNICIPAL DE JACAREÍ,46.694.139/0001-83,JACAREÍ,141.0,DAEE 9606537,-,combate a inundações e rodoviário,Canalização Canal aberto com B = 700 m e H = 200 m em gabiões,Afluente do Rio Paraíba (Córrego Alambari),"23° 16' 59,00""","46°0,00'",-,-,-,-,-,30,anos,-,-,4064/19,Processado!,1974-12-19 00:00:00,MUNICIPIO DE JACAREI,JACAREI GABINETE DO PREFEITO,DEMAIS,84.11-6-00 - Administração pública em geral ,Não informada ,124-4 - Município,PC DOS TRES PODERES,73,12.327-170,CENTRO,JACAREI,SP,GABINETE@JACAREI.SP.GOV.BR,(12) 3955-9029 / (12) 3955-9040,MUNICÍPIO DE JACAREI,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
109,2019-11-07 18:21:19,0,2019-08-01 00:00:00,50,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0050.pdf,20190801_OUT_5,OUT,PREFEITURA MUNICIPAL DE JACAREÍ,46.694.139/0001-83,JACAREÍ,141.0,DAEE 9606537,-,combate a inundações e rodoviário,Travessia Aérea 2 Linhas de Seção com B = 250 m e H = 160 m,Afluente do Rio Paraíba (Córrego Alambari),"23° 16' 51,00""","46°0,00'",-,-,-,-,-,30,anos,-,-,4064/19,Processado!,1974-12-19 00:00:00,MUNICIPIO DE JACAREI,JACAREI GABINETE DO PREFEITO,DEMAIS,84.11-6-00 - Administração pública em geral ,Não informada ,124-4 - Município,PC DOS TRES PODERES,73,12.327-170,CENTRO,JACAREI,SP,GABINETE@JACAREI.SP.GOV.BR,(12) 3955-9029 / (12) 3955-9040,MUNICÍPIO DE JACAREI,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
110,2019-11-07 18:21:20,1,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_50,OUT,RENATO DE TOLEDO PIZA FERRAZ,227.174.798-80,PARAIBUNA,184.0,DAEE 9608191,-,doméstico,Captação Subterrânea,Aquífero Cristalinofraturado,"23°21'38.790""","45°38'3.500""",12,m³,-,-,-,-,-,20190013531-CPX,-,4055/19,CPF,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
111,2019-11-07 18:21:20,1,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_51,OUT,RIGOMEL ALIMENTOS LTDA,06.083.436/0001-78,IBITINGA,268.0,DAEE 9710715,-,industrial,Captação Subterrânea,Aquífero Serra Geral,"21°44'32.629""","49°1'23.234""",65,m³,-,-,-,60,meses,20190007388-XLO,-,4052/19,Processado!,2003-12-29 00:00:00,RIGOMEL ALIMENTOS LTDA,********,EPP,10.32-5-01 - Fabricação de conservas de palmito ,"10.95-3-00 - Fabricação de especiarias, molhos, temperos e condimentos ",206-2 - Sociedade Empresária Limitada,R AFONSO SIMOES,349,14.945-000,CAMBARATIBA,IBITINGA,SP,PEDIDOS@RIGOMEL.COM.BR,(16) 3347-1146,*****,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
112,2019-11-07 18:21:20,1,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_52,OUT,SSOIL ENERGY S.A,30.459.634/0001-78,COROADOS,436.0,DAEE 9710829,-,industrial,Captação Subterrânea,Aquífero Bauru,"21°21'59.860""","50°16'37.590""",25.2,m³,-,-,-,60,meses,20190013020-MBH,-,4047/19,Processado!,2018-05-15 00:00:00,SSOIL ENERGY S/A,********,DEMAIS,19.21-7-00 - Fabricação de produtos do refino de petróleo ,20.21-5-00 - Fabricação de produtos petroquímicos básicos ,205-4 - Sociedade Anônima Fechada,EST MUNICIPAL COROADOS,148,16.260-000,FAZENDA SANTA LUZIA,COROADOS,SP,FAQ@SSOIL.COM,(19) 4042-0888,*****,ATIVA,2018-05-15 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
113,2019-11-07 18:21:20,1,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_53,OUT,PETROTEC EQUIPAMENTOS PARA CONSTRUÇÃO CIVIL LTDA,03.881.568/000157,SERTÃOZINHO,250.0,DAEE 9308352,-,industrial,Captação Subterrânea,Aquífero Serra Geral,"21°9'44.140""","47°57'48.980""",18,m³,-,-,-,60,meses,20190011638-2YG,-,4053/19,Processado!,2000-06-05 00:00:00,PETROTEC EQUIPAMENTOS PARA CONSTRUCAO CIVIL LTDA,PETROTEC,EPP,"28.69-1-00 - Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios ",25.43-8-00 - Fabricação de ferramentas ,206-2 - Sociedade Empresária Limitada,ROD ATILIO BALBO,S/N,14.173-000,ZONA INDUSTRIAL,SERTAOZINHO,SP,UTILYCONTABIL@HOTMAIL.COM,(16) 3524-7772,*****,ATIVA,2002-11-09 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
114,2019-11-07 18:21:20,1,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_54,OUT,TEXTIL G L EIRELI,52.555.430/0001-73,SUMARÉ,34.0,DAEE 9806121,-,industrial,Captação Subterrânea,Aquífero Tubarão,"22°49'34.440""","47°15'44.600""",36,m³,-,-,-,60,meses,20190002450-0UK,-,4056/19,Processado!,1983-05-19 00:00:00,TEXTIL G L EIRELI,********,DEMAIS,"33.14-7-20 - Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados ",46.63-0-00 - Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças ,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresári,R JOSE MARIA MIRANDA,1154,13.170-234,JARDIM SAO CARLOS,SUMARE,SP,TEXTIL.GL@TERRA.COM.BR,(19) 3873-3234,*****,ATIVA,2005-09-24 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
115,2019-11-07 18:21:20,0,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_54,OUT,TEXTIL G L EIRELI,52.555.430/0001-73,SUMARÉ,34.0,DAEE 9806121,-,industrial,Captação Subterrânea,Aquífero Tubarão,"22°49'33.180""","47°15'41.800""",12,m³,-,-,-,60,meses,20190002450-PFJ,-,4056/19,Processado!,1983-05-19 00:00:00,TEXTIL G L EIRELI,********,DEMAIS,"33.14-7-20 - Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados ",46.63-0-00 - Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças ,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresári,R JOSE MARIA MIRANDA,1154,13.170-234,JARDIM SAO CARLOS,SUMARE,SP,TEXTIL.GL@TERRA.COM.BR,(19) 3873-3234,*****,ATIVA,2005-09-24 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
116,2019-11-07 18:21:20,1,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_55,OUT,COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO,43.776.517/0251-74,GUZOLÂNDIA,490.0,DAEE 9205022,-,urbano,Captação Subterrânea,Aquífero Serra Geral,"20°38'43.100""","50°39'42.870""",209.6,m³,-,-,-,120,meses,20180018156-86I,-,4057/19,Processado!,1976-11-10 00:00:00,CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,********,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",Não informada ,203-8 - Sociedade de Economia Mista,R DO VEREADOR,1100,15.355-000,CENTRO,GUZOLANDIA,SP, ,,SP,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
117,2019-11-07 18:21:20,0,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_55,OUT,COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO,43.776.517/0251-74,GUZOLÂNDIA,490.0,DAEE 9205022,-,urbano,Captação Subterrânea,Aquífero Bauru,"20°39'1.990""","50°39'58.030""",270,m³,-,-,-,120,meses,20180018157-1JP,-,4057/19,Processado!,1976-11-10 00:00:00,CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,********,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",Não informada ,203-8 - Sociedade de Economia Mista,R DO VEREADOR,1100,15.355-000,CENTRO,GUZOLANDIA,SP, ,,SP,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
118,2019-11-07 18:21:20,1,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_56,OUT,SUPERMIX CONCRETO S.A,34.230.979/0035-55,BADY BASSITT,360.0,DAEE 9703330,-,industrial,Captação Subterrânea,Aquífero Bauru,"20°53'39.883""","49°26'1.857""",18.2,m³,-,-,-,60,meses,20190006520-UWH,-,4044/19,Processado!,1989-10-30 00:00:00,SUPERMIX CONCRETO S/A,SUPERMIX,DEMAIS,42.99-5-99 - Outras obras de engenharia civil não especificadas anteriormente ,43.99-1-99 - Serviços especializados para construção não especificados anteriormente ,205-4 - Sociedade Anônima Fechada,ROD BR 153,SN,15.115-000,ZONA RUAL,BADY BASSITT,SP,JORGE.LIMA@SUPERMIX.COM.BR,(11) 4195-8314,*****,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
119,2019-11-07 18:21:20,1,2019-08-01 00:00:00,51,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/01/exec1/pdf/pg_0051.pdf,20190801_OUT_57,OUT,ANTONIO CARLOS SIMONETI E OUTROS,190.432.198-43,AGUAÍ,106.0,DAEE 9306579,-,irrigação,Captação Superficial,Córrego da Laje ou do Embiruçu,"22°1'26.687""","46°54'48.330""",620,m³,-,-,-,60,meses,20190007882-B7D,-,4048/19,CPF,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
